Article,Sentence,Span,Start,End
article111111123,"Ford has accused Kavanaugh of attempting to force himself onto her during a high school party nearly four decades ago.
",,-1,-1
article111111123,"Many prominent Democrats have supported Ford’s allegations.
",,-1,-1
article111111123,"“No, they don't,” Monahan tweeted in response to a question of whether the party believes women’s stories.
",,-1,-1
article111111123,"“I've been smeared, threatened, isolated from my own party.
",,-1,-1
article111111123,"I provided medical records from 2017, stating on two different Dr.
",,-1,-1
article111111123,"Visits, I told them about the abuse and who did it.
",,-1,-1
article111111123,"My therapist released records stating I have been dealing and healing from the abuse.”
",,-1,-1
article111111123,"She added: “Four people, including my supervisor at the time, stated that I came to them after and shared the exact story I shared publicly, I shared multiple text between me and Keith, where I discuss the abuse with him and much more.
",,-1,-1
article111111123,"As I said before, I knew I wouldn't be believed.”
",,-1,-1
article111111123,"Many other Democrats and progressives – who largely stayed silent after the accusations against Ellison emerged – came out in support of Ford, including Vermont Sen. Bernie Sanders and Tom Perez, chairman of the DNC, who urged to investigate the claims and Kavanaugh.
",,-1,-1
article111111123,"Monahan went to reiterate that her story has nothing to do with politics.
",,-1,-1
article111111123,"“I have nothing to prove to anyone, I simply shared my story.
",,-1,-1
article111111123,"People can believe it or not.
",,-1,-1
article111111123,"I don’t need anyone to affirm my humanity, I affirmed it,” she wrote in another tweet.
",,-1,-1
article111111123,"“The fact that both parties only care if it scores political points is hypocritical,” she added.
","hypocritical,",71,84
article111111123,"“Do you think a person who has dealt with any form of abuse by politicians is thinking about politics?
",,-1,-1
article111111123,"No, we & are families are trying to heal.”
",,-1,-1
article111111124,"Agencies scramble to prep Russia probe files for release after sweeping Trump order
",Agencies scramble ,0,18
article111111124,"Intelligence agencies were scrambling Tuesday to comply with a sweeping order by President Trump to declassify key documents that could shed light on the origins of the Russia collusion probe that has hamstrung the administration for more than 18 months.
",were scrambling ,22,38
article111111124,"The documents Trump ordered declassified involve a renewed Foreign Intelligence Surveillance Act warrant against former campaign aide Carter Page and text messages from disgraced former FBI officials Peter Strzok and Lisa Page.
",disgraced former FBI officials ,169,200
article111111124,"The president on Monday afternoon ordered that the documents be released by the Office of the Director of National Intelligence (ODNI) and the Justice Department “[a]t the request of a number of committees of Congress, and for reasons of transparency,” according to a statement issued by White House Press Secretary Sarah Sanders.
",,-1,-1
article111111124,"It is not immediately clear how and when the documents will be released, but by Monday evening, intelligence agencies said they had already begun working to prepare the documents.
",,-1,-1
article111111124,"“When the President issues such an order, it triggers a declassification review process that is conducted by various agencies within the intelligence community, in conjunction with the White House Counsel, to seek to ensure the safety of America’s national security interests,” a Justice Department spokesperson said in a statement to Fox News.
",,-1,-1
article111111124,"“The Department and the Federal Bureau of Investigation are already working with the Director of National Intelligence to comply with the President’s order.”
",,-1,-1
article111111124,"ODNI spokeswoman Kellie Wade also said that the agency was “working expeditiously with our interagency partners to conduct a declassification review of the documents the President has identified for declassification.”
",,-1,-1
article111111124,"The documents include all FBI reports on interviews, also known as 302s, with Justice Department official Bruce Ohr and all FBI reports of interviews prepared in connection with applications to surveil Carter Page, as well as 21 pages of one renewed warrant.
",,-1,-1
article111111124,"The 21 pages make up only a small portion of the 412 pages of FISA applications and warrants related to Page released by the FBI earlier this year in a heavily redacted format.
",,-1,-1
article111111124,"The June 2017 application was the last of four filed by the Justice Department in support of FISA court orders allowing the monitoring of Page for nearly a year.
",,-1,-1
article111111124,"The president also ordered the release of unredacted text messages from fired FBI Special Agent Peter Strzok, former FBI counsel Lisa Page, former FBI Director James Comey and former FBI Deputy Director Andrew McCabe.
",fired FBI Special Agent ,72,96
article111111124,"The president for months has blasted Strzok and Page for the bias revealed in their text messages, as well as Comey and McCabe for their leadership of the FBI.
",has blasted ,25,37
article111111124,"Comey was fired from the bureau in May 2017; McCabe was fired by Attorney General Jeff Sessions in March; Page left the bureau in May; and Strzok was fired last month.
",,-1,-1
article111111124,"A source familiar with the timing of the declassification told Fox News they expected the Carter Page warrant application to be declassified first, followed by the FBI reports on agent interviews with Ohr.
",,-1,-1
article111111124,"The source added that the Justice Department is working on a ""compressed timeline"" and they expect the first release of records in days or sooner.
",,-1,-1
article111111124,"The text messages are expected to take longer because of the sheer number involved and the fact that Trump ordered their release without redactions.
",sheer number ,61,74
