id,span,propaganda
385,It seems that Democrats may have called absentee voters about supplying them with cure affidavits after the permitted date.,0
386,"“We are now doing a recount, so we want to make sure you let your vote be counted,” Dixon quoted from the voicemail.",0
387,"Matt Dixon, bureau chief of Politico, tweeted on Wednesday that the Democratic party volunteer call came during Florida’s ballot recount after ballots were allowed to be amended.",0
388,Palm Beach County failed to make Florida’s recount deadline on Thursday.,0
389,Politico reported that they received audio of a Florida Democratic party volunteer leaving a voicemail to a voter in Palm Beach County to revise their mailed ballot after Election Day.,0
390,You also agree to our Privacy Policy and Terms of Use.,0
391,You may opt out at anytime.,0
392,Completing this poll entitles you to Conservative Tribune news updates free of charge.,0
393,Yes No,0
394,Do you agree with the call for a federal investigation?,0
395,"Some people point to Brenda Snipes, Broward’s Elections chief, for her troubling history of election transgressions",1
396,"Among the counties involved with the altered affidavits is Broward, which has been a hotspot for controversy as many Florida races have led to a recount.",0
397,"According to Politico, the DOS released affidavits on Tuesday, which demonstrate that four different counties said the ballots could be returned by 5 p.m on Thursday, Nov. 8, past the official due date.",0
398,"Meanwhile, cure affidavits are publicly available and anyone can send them to voters to prompt them to “fix” their ballots.",0
399,"During pre-Election Day absentee and mail-in voting, political parties have access to lists of people whose mail-in ballots were rejected for errors.",0
400,"The amending forms, called “cure affidavits,” were due at 5 p.m on Nov. 5, the evening before Election Day, at the latest.",0
401,These ballots would have been flagged for missing information or for being filled out with incorrect information.,0
402,Politico reported that the department points to the Florida Democratic Party for changing dates on forms used to amend absentee and mail-in ballots.,0
403,"Last week, the Florida Department of State asked federal prosecutors to look into alterations made on official election documents from the 2018 midterms.",0
404,You also agree to this site's Privacy Policy and Terms of Use.,0
405,You may opt out at anytime.,0
406,Completing this poll grants you access to Freedom Outpost updates free of charge.,0
407,Comments This field is for validation purposes and should be left unchanged.,0
408,Email *,0
409,I'm not sure if he should have.,0
410,Maybe?,0
411,"No, you can't act like a child and keep your pass.",0
412,"* Yes, he should have gotten it back.",0
413,Should Jim Acosta have gotten his press pass back?,0
414,Should Jim Acosta have gotten his press pass back?,0
415,Should Jim Acosta have gotten his press pass back?,0
416,take our poll - story continues below,0
417,"By Karista Baldwin, Conservative Tribune November 15, 2018:",0
418,Prosecutors Called in After FL Democrats Caught Altering Election Documents.,0
419,Fed.,0
420,"Photo: Elections staff load ballots into machine as recounting begins at the Broward County Supervisor of Elections Office on Nov. 11, 2018, in Lauderhill, Florida",0
421,GOP wants to Florida and Georgia stolen,1
422,Federal Prosecutors Called In After Florida Democrats Caught Altering Election Documents,0
423,Article posted with permission from Sons Of Liberty Media,0
424,https://youtu.be/1jT8Ait1jE,0
425,We need people in our country,1
426,He recently signed an immigration decree requiring asylum seekers to apply at their point of entry to the country and barring illegal immigrants from requesting asylum.,0
427,President Donald Trump has warned these people to turn back and that they will not be accepted into the US.,0
428,Video was also captured showing dozens of people waiting for trains in Mexico subway or boarding heavy trucks or buses somewhere outside the city while others are seen using cars.,0
429,"... To get there, migrants will have to travel some 1,700 miles (2,735km) to the northwest, a much longer route than to the nearest US border crossing at McAllen, Texas, which many consider to be the safest option.",0
430,You also agree to this site's Privacy Policy and Terms of Use.,0
431,You may opt out at anytime.,0
432,Completing this poll grants you access to Freedom Outpost updates free of charge.,0
433,Name This field is for validation purposes and should be left unchanged.,0
434,Email *,0
435,I'm not sure if he should have.,0
436,Maybe?,0
437,"No, you can't act like a child and keep your pass.",0
438,"* Yes, he should have gotten it back.",0
439,Should Jim Acosta have gotten his press pass back?,0
440,Should Jim Acosta have gotten his press pass back?,0
441,take our poll - story continues below Should Jim Acosta have gotten his press pass back?,0
442,Migrants resumed their march north on Saturday morning after spending almost a week in Mexico City.,0
443,"The caravan, made up mostly of Hondurans, but also nationals of other Central American countries, is now on the move towards the United States border.",0
444,The migrants previously made a days-long stop in Mexico City.,0
445,migrant caravan ,1
446,A report from RT tells the tale:,0
447,"Despite barbed wires and thousands of troops on the border, they have been undeterred.",0
448,what appears to be voter fraud and election meddling and manipulation ,1
449,"In Wake Of Elections, Migrant Caravan Resumes March Towards US Border",0
450,Article posted with permission from The Washington Standard,0
451,"Now that federal prosecutors have gotten involved, perhaps it's time to quit talking about it and actually arrest this woman and charge her with crimes against the people of Broward County before more people end up dead in Broward County over their corrupt voting practices",1
